Temperature (K)	Pressure (MPa)	Density (l, kg/m3)	Volume (l, m3/kg)	Internal Energy (l, kJ/mol)	Enthalpy (l, kJ/mol)	Entropy (l, J/mol*K)	Cv (l, J/mol*K)	Cp (l, J/mol*K)	Sound Spd. (l, m/s)	Joule-Thomson (l, K/MPa)	Viscosity (l, uPa*s)	Therm. Cond. (l, W/m*K)	Surf. Tension (l, N/m)	Density (v, kg/m3)	Volume (v, m3/kg)	Internal Energy (v, kJ/mol)	Enthalpy (v, kJ/mol)	Entropy (v, J/mol*K)	Cv (v, J/mol*K)	Cp (v, J/mol*K)	Sound Spd. (v, m/s)	Joule-Thomson (v, K/MPa)	Viscosity (v, uPa*s)	Therm. Cond. (v, W/m*K)
287.47	4.4331	825.17	0.0012119	8.5355	8.7719	36.521	40.564	122.05	448.67	0.79560	undefined	undefined	0.0026699	131.36	0.0076126	15.690	17.175	65.752	41.623	106.87	202.53	13.058	undefined	undefined
287.69	4.4552	823.78	0.0012139	8.5577	8.7957	36.599	40.576	122.59	446.91	0.80521	undefined	undefined	0.0026376	132.24	0.0075619	15.684	17.167	65.699	41.674	107.63	202.38	13.031	undefined	undefined
287.90	4.4773	822.38	0.0012160	8.5799	8.8195	36.678	40.589	123.13	445.14	0.81496	undefined	undefined	0.0026053	133.13	0.0075115	15.679	17.159	65.645	41.726	108.41	202.22	13.004	undefined	undefined
288.11	4.4995	820.98	0.0012181	8.6022	8.8434	36.757	40.602	123.68	443.37	0.82485	undefined	undefined	0.0025732	134.03	0.0074613	15.673	17.151	65.590	41.777	109.20	202.07	12.977	undefined	undefined
288.32	4.5218	819.57	0.0012202	8.6246	8.8674	36.836	40.615	124.24	441.59	0.83487	undefined	undefined	0.0025411	134.93	0.0074113	15.667	17.142	65.536	41.829	110.01	201.92	12.950	undefined	undefined
288.53	4.5441	818.15	0.0012223	8.6470	8.8915	36.915	40.628	124.81	439.81	0.84503	undefined	undefined	0.0025092	135.84	0.0073615	15.661	17.134	65.481	41.882	110.83	201.76	12.923	undefined	undefined
288.75	4.5666	816.72	0.0012244	8.6695	8.9156	36.994	40.641	125.40	438.02	0.85534	undefined	undefined	0.0024773	136.76	0.0073120	15.655	17.125	65.426	41.934	111.67	201.61	12.896	undefined	undefined
288.96	4.5891	815.28	0.0012266	8.6921	8.9398	37.074	40.655	125.99	436.23	0.86579	undefined	undefined	0.0024455	137.69	0.0072627	15.649	17.116	65.370	41.987	112.52	201.45	12.869	undefined	undefined
289.17	4.6118	813.84	0.0012287	8.7147	8.9641	37.154	40.669	126.60	434.42	0.87639	undefined	undefined	0.0024137	138.63	0.0072137	15.643	17.107	65.315	42.040	113.40	201.29	12.842	undefined	undefined
289.38	4.6345	812.39	0.0012309	8.7374	8.9885	37.234	40.683	127.22	432.62	0.88715	undefined	undefined	0.0023821	139.57	0.0071648	15.637	17.098	65.259	42.094	114.29	201.13	12.814	undefined	undefined
289.59	4.6572	810.93	0.0012332	8.7601	9.0129	37.314	40.698	127.85	430.80	0.89806	undefined	undefined	0.0023506	140.53	0.0071162	15.631	17.089	65.202	42.148	115.20	200.98	12.787	undefined	undefined
289.81	4.6801	809.46	0.0012354	8.7830	9.0374	37.394	40.713	128.49	428.98	0.90913	undefined	undefined	0.0023191	141.49	0.0070677	15.624	17.080	65.146	42.202	116.13	200.82	12.759	undefined	undefined
290.02	4.7031	807.99	0.0012376	8.8058	9.0620	37.475	40.728	129.15	427.16	0.92037	undefined	undefined	0.0022877	142.46	0.0070195	15.617	17.071	65.089	42.256	117.08	200.66	12.732	undefined	undefined
290.23	4.7261	806.50	0.0012399	8.8288	9.0867	37.556	40.744	129.83	425.33	0.93177	undefined	undefined	0.0022564	143.44	0.0069715	15.611	17.061	65.031	42.311	118.05	200.49	12.704	undefined	undefined
290.44	4.7493	805.01	0.0012422	8.8518	9.1115	37.637	40.759	130.51	423.49	0.94335	undefined	undefined	0.0022252	144.43	0.0069237	15.604	17.051	64.974	42.366	119.04	200.33	12.676	undefined	undefined
290.65	4.7725	803.51	0.0012445	8.8749	9.1363	37.718	40.775	131.22	421.64	0.95510	undefined	undefined	0.0021941	145.43	0.0068761	15.597	17.042	64.916	42.422	120.05	200.17	12.648	undefined	undefined
290.87	4.7958	802.00	0.0012469	8.8981	9.1613	37.799	40.792	131.93	419.79	0.96703	undefined	undefined	0.0021631	146.44	0.0068287	15.590	17.032	64.857	42.478	121.09	200.00	12.620	undefined	undefined
291.08	4.8192	800.48	0.0012492	8.9213	9.1863	37.881	40.809	132.67	417.93	0.97915	undefined	undefined	0.0021322	147.46	0.0067815	15.583	17.021	64.799	42.534	122.15	199.84	12.592	undefined	undefined
291.29	4.8426	798.95	0.0012516	8.9447	9.2114	37.963	40.826	133.42	416.07	0.99145	undefined	undefined	0.0021013	148.49	0.0067345	15.576	17.011	64.739	42.591	123.23	199.67	12.564	undefined	undefined
291.50	4.8662	797.41	0.0012541	8.9681	9.2367	38.045	40.843	134.18	414.20	1.0040	undefined	undefined	0.0020706	149.53	0.0066877	15.569	17.001	64.680	42.648	124.34	199.51	12.535	undefined	undefined
291.71	4.8899	795.87	0.0012565	8.9916	9.2620	38.127	40.861	134.97	412.32	1.0166	undefined	undefined	0.0020400	150.58	0.0066410	15.561	16.990	64.620	42.706	125.47	199.34	12.507	undefined	undefined
291.93	4.9136	794.31	0.0012590	9.0151	9.2874	38.210	40.879	135.77	410.43	1.0295	undefined	undefined	0.0020094	151.64	0.0065946	15.554	16.980	64.560	42.763	126.63	199.17	12.478	undefined	undefined
292.14	4.9374	792.74	0.0012614	9.0388	9.3129	38.292	40.898	136.59	408.54	1.0427	undefined	undefined	0.0019789	152.71	0.0065483	15.546	16.969	64.499	42.822	127.82	199.00	12.449	undefined	undefined
292.35	4.9614	791.16	0.0012640	9.0625	9.3385	38.375	40.917	137.44	406.64	1.0560	undefined	undefined	0.0019486	153.79	0.0065022	15.538	16.958	64.438	42.880	129.04	198.83	12.420	undefined	undefined
292.56	4.9854	789.57	0.0012665	9.0863	9.3642	38.459	40.936	138.30	404.73	1.0695	undefined	undefined	0.0019183	154.89	0.0064563	15.530	16.947	64.377	42.939	130.29	198.66	12.391	undefined	undefined
292.77	5.0095	787.97	0.0012691	9.1102	9.3900	38.542	40.956	139.18	402.81	1.0833	undefined	undefined	0.0018882	155.99	0.0064106	15.522	16.935	64.315	42.999	131.57	198.49	12.362	undefined	undefined
292.99	5.0337	786.36	0.0012717	9.1342	9.4159	38.626	40.976	140.09	400.89	1.0973	undefined	undefined	0.0018581	157.11	0.0063650	15.514	16.924	64.252	43.059	132.88	198.32	12.332	undefined	undefined
293.20	5.0579	784.74	0.0012743	9.1583	9.4420	38.710	40.996	141.01	398.95	1.1115	undefined	undefined	0.0018281	158.24	0.0063196	15.506	16.912	64.190	43.119	134.23	198.14	12.303	undefined	undefined
293.41	5.0823	783.11	0.0012770	9.1825	9.4681	38.795	41.017	141.97	397.01	1.1260	undefined	undefined	0.0017983	159.38	0.0062743	15.497	16.901	64.126	43.180	135.61	197.97	12.273	undefined	undefined
293.62	5.1068	781.46	0.0012797	9.2067	9.4943	38.880	41.039	142.94	395.06	1.1407	undefined	undefined	0.0017685	160.53	0.0062292	15.489	16.889	64.063	43.242	137.02	197.79	12.243	undefined	undefined
293.83	5.1313	779.81	0.0012824	9.2311	9.5207	38.965	41.061	143.95	393.11	1.1557	undefined	undefined	0.0017388	161.70	0.0061843	15.480	16.876	63.999	43.304	138.48	197.62	12.213	undefined	undefined
294.05	5.1560	778.14	0.0012851	9.2556	9.5472	39.050	41.083	144.98	391.14	1.1709	undefined	undefined	0.0017093	162.88	0.0061395	15.471	16.864	63.934	43.366	139.97	197.44	12.182	undefined	undefined
294.26	5.1807	776.46	0.0012879	9.2801	9.5738	39.136	41.106	146.03	389.17	1.1864	undefined	undefined	0.0016798	164.07	0.0060949	15.462	16.852	63.869	43.429	141.51	197.26	12.152	undefined	undefined
294.47	5.2055	774.76	0.0012907	9.3048	9.6005	39.222	41.129	147.12	387.18	1.2022	undefined	undefined	0.0016505	165.28	0.0060504	15.453	16.839	63.803	43.492	143.08	197.08	12.121	undefined	undefined
294.68	5.2304	773.05	0.0012936	9.3296	9.6274	39.308	41.153	148.24	385.19	1.2183	undefined	undefined	0.0016213	166.50	0.0060061	15.443	16.826	63.737	43.556	144.71	196.90	12.090	undefined	undefined
294.89	5.2555	771.33	0.0012965	9.3545	9.6543	39.395	41.178	149.38	383.19	1.2347	undefined	undefined	0.0015921	167.73	0.0059619	15.434	16.813	63.670	43.621	146.37	196.72	12.058	undefined	undefined
295.11	5.2806	769.60	0.0012994	9.3795	9.6815	39.482	41.202	150.56	381.18	1.2513	undefined	undefined	0.0015631	168.98	0.0059179	15.424	16.800	63.602	43.686	148.09	196.54	12.027	undefined	undefined
295.32	5.3058	767.85	0.0013023	9.4046	9.7087	39.569	41.228	151.78	379.15	1.2683	undefined	undefined	0.0015342	170.24	0.0058739	15.414	16.786	63.535	43.751	149.86	196.35	11.995	undefined	undefined
295.53	5.3311	766.09	0.0013053	9.4298	9.7361	39.657	41.254	153.03	377.12	1.2856	undefined	undefined	0.0015054	171.52	0.0058301	15.404	16.772	63.466	43.817	151.68	196.17	11.963	undefined	undefined
295.74	5.3564	764.31	0.0013084	9.4552	9.7636	39.745	41.281	154.32	375.08	1.3033	undefined	undefined	0.0014767	172.82	0.0057864	15.394	16.758	63.397	43.884	153.56	195.98	11.931	undefined	undefined
295.95	5.3819	762.52	0.0013114	9.4806	9.7913	39.834	41.308	155.65	373.03	1.3212	undefined	undefined	0.0014482	174.13	0.0057429	15.384	16.744	63.327	43.951	155.49	195.80	11.898	undefined	undefined
296.17	5.4075	760.71	0.0013146	9.5062	9.8191	39.923	41.336	157.02	370.97	1.3396	undefined	undefined	0.0014197	175.46	0.0056995	15.373	16.730	63.257	44.019	157.49	195.61	11.866	undefined	undefined
296.38	5.4332	758.88	0.0013177	9.5320	9.8471	40.012	41.365	158.44	368.90	1.3583	undefined	undefined	0.0013914	176.80	0.0056561	15.363	16.715	63.186	44.088	159.55	195.42	11.833	undefined	undefined
296.59	5.4590	757.04	0.0013209	9.5578	9.8752	40.102	41.394	159.90	366.81	1.3773	undefined	undefined	0.0013632	178.16	0.0056129	15.352	16.700	63.114	44.157	161.67	195.23	11.799	undefined	undefined
296.80	5.4848	755.19	0.0013242	9.5838	9.9035	40.192	41.424	161.40	364.72	1.3968	undefined	undefined	0.0013351	179.54	0.0055698	15.341	16.685	63.042	44.227	163.87	195.04	11.766	undefined	undefined
297.01	5.5108	753.31	0.0013275	9.6100	9.9319	40.283	41.454	162.96	362.61	1.4166	undefined	undefined	0.0013071	180.94	0.0055268	15.329	16.670	62.969	44.298	166.14	194.85	11.732	undefined	undefined
297.22	5.5369	751.42	0.0013308	9.6363	9.9606	40.374	41.486	164.57	360.49	1.4369	undefined	undefined	0.0012792	182.35	0.0054839	15.318	16.654	62.895	44.369	168.49	194.65	11.697	undefined	undefined
297.44	5.5630	749.51	0.0013342	9.6627	9.9894	40.466	41.518	166.24	358.36	1.4576	undefined	undefined	0.0012515	183.79	0.0054410	15.306	16.638	62.820	44.441	170.92	194.46	11.662	undefined	undefined
297.65	5.5893	747.57	0.0013377	9.6893	10.018	40.558	41.551	167.97	356.22	1.4787	undefined	undefined	0.0012239	185.24	0.0053983	15.294	16.622	62.745	44.514	173.44	194.27	11.627	undefined	undefined
297.86	5.6157	745.62	0.0013412	9.7160	10.048	40.651	41.585	169.75	354.07	1.5003	undefined	undefined	0.0011964	186.72	0.0053556	15.282	16.606	62.669	44.587	176.05	194.07	11.592	undefined	undefined
298.07	5.6421	743.65	0.0013447	9.7429	10.077	40.744	41.619	171.61	351.90	1.5223	undefined	undefined	0.0011691	188.22	0.0053131	15.270	16.589	62.591	44.661	178.75	193.87	11.556	undefined	undefined
298.28	5.6687	741.66	0.0013483	9.7700	10.106	40.838	41.655	173.53	349.72	1.5449	undefined	undefined	0.0011419	189.73	0.0052705	15.257	16.572	62.514	44.736	181.56	193.67	11.520	undefined	undefined
298.50	5.6954	739.65	0.0013520	9.7973	10.136	40.932	41.691	175.53	347.53	1.5679	undefined	undefined	0.0011148	191.27	0.0052281	15.244	16.555	62.435	44.812	184.47	193.47	11.483	undefined	undefined
298.71	5.7222	737.62	0.0013557	9.8247	10.166	41.027	41.729	177.60	345.32	1.5915	undefined	undefined	0.0010878	192.84	0.0051857	15.231	16.537	62.355	44.889	187.50	193.27	11.446	undefined	undefined
298.92	5.7490	735.56	0.0013595	9.8523	10.196	41.123	41.767	179.76	343.10	1.6156	undefined	undefined	0.0010610	194.43	0.0051434	15.218	16.519	62.275	44.967	190.64	193.07	11.409	undefined	undefined
299.13	5.7760	733.48	0.0013634	9.8801	10.227	41.219	41.807	182.00	340.87	1.6403	undefined	undefined	0.0010344	196.04	0.0051011	15.204	16.501	62.193	45.045	193.92	192.87	11.371	undefined	undefined
299.34	5.8031	731.37	0.0013673	9.9081	10.257	41.316	41.847	184.34	338.62	1.6655	undefined	undefined	0.0010078	197.67	0.0050588	15.190	16.482	62.110	45.125	197.33	192.66	11.332	undefined	undefined
299.56	5.8303	729.24	0.0013713	9.9363	10.288	41.414	41.889	186.77	336.35	1.6914	undefined	undefined	0.00098146	199.34	0.0050166	15.176	16.463	62.027	45.205	200.89	192.46	11.293	undefined	undefined
299.77	5.8576	727.09	0.0013754	9.9647	10.319	41.512	41.931	189.32	334.07	1.7179	undefined	undefined	0.00095522	201.03	0.0049744	15.161	16.444	61.942	45.286	204.60	192.25	11.254	undefined	undefined
299.98	5.8849	724.90	0.0013795	9.9934	10.351	41.611	41.975	191.97	331.78	1.7450	undefined	undefined	0.00092913	202.75	0.0049322	15.146	16.424	61.856	45.369	208.47	192.04	11.214	undefined	undefined
300.19	5.9124	722.69	0.0013837	10.022	10.382	41.711	42.020	194.75	329.46	1.7728	undefined	undefined	0.00090319	204.50	0.0048901	15.131	16.404	61.769	45.452	212.52	191.83	11.173	undefined	undefined
300.40	5.9400	720.45	0.0013880	10.051	10.414	41.811	42.067	197.65	327.13	1.8014	undefined	undefined	0.00087740	206.28	0.0048479	15.116	16.383	61.681	45.537	216.76	191.62	11.132	undefined	undefined
300.62	5.9678	718.17	0.0013924	10.081	10.446	41.913	42.115	200.70	324.79	1.8307	undefined	undefined	0.00085177	208.09	0.0048057	15.100	16.362	61.591	45.622	221.20	191.41	11.090	undefined	undefined
300.83	5.9956	715.87	0.0013969	10.110	10.479	42.015	42.164	203.89	322.42	1.8607	undefined	undefined	0.00082630	209.93	0.0047635	15.084	16.341	61.501	45.709	225.86	191.20	11.047	undefined	undefined
301.04	6.0235	713.53	0.0014015	10.140	10.512	42.119	42.215	207.24	320.04	1.8916	undefined	undefined	0.00080098	211.80	0.0047213	15.067	16.319	61.408	45.797	230.75	190.98	11.004	undefined	undefined
301.25	6.0516	711.16	0.0014062	10.170	10.545	42.223	42.267	210.77	317.64	1.9233	undefined	undefined	0.00077584	213.72	0.0046791	15.050	16.296	61.315	45.886	235.89	190.76	10.960	undefined	undefined
301.46	6.0797	708.75	0.0014109	10.201	10.578	42.328	42.321	214.48	315.22	1.9559	undefined	undefined	0.00075085	215.67	0.0046368	15.033	16.273	61.220	45.977	241.30	190.55	10.916	undefined	undefined
301.68	6.1080	706.31	0.0014158	10.231	10.612	42.434	42.377	218.40	312.78	1.9894	undefined	undefined	0.00072604	217.65	0.0045944	15.015	16.250	61.123	46.069	247.01	190.33	10.870	undefined	undefined
301.89	6.1363	703.82	0.0014208	10.263	10.646	42.542	42.434	222.53	310.32	2.0239	undefined	undefined	0.00070141	219.68	0.0045520	14.997	16.226	61.025	46.162	253.03	190.11	10.824	undefined	undefined
302.10	6.1648	701.30	0.0014259	10.294	10.681	42.650	42.493	226.91	307.83	2.0593	undefined	undefined	0.00067695	221.75	0.0045095	14.978	16.202	60.925	46.257	259.40	189.88	10.777	undefined	undefined
302.31	6.1934	698.73	0.0014312	10.326	10.716	42.760	42.555	231.54	305.33	2.0959	undefined	undefined	0.00065267	223.87	0.0044669	14.959	16.176	60.823	46.353	266.14	189.66	10.729	undefined	undefined
302.52	6.2221	696.11	0.0014366	10.358	10.751	42.871	42.618	236.46	302.80	2.1336	undefined	undefined	0.00062857	226.03	0.0044242	14.939	16.151	60.719	46.451	273.29	189.43	10.680	undefined	undefined
302.74	6.2510	693.45	0.0014421	10.390	10.787	42.983	42.684	241.69	300.25	2.1724	undefined	undefined	0.00060467	228.24	0.0043814	14.919	16.124	60.614	46.550	280.90	189.21	10.630	undefined	undefined
302.95	6.2799	690.73	0.0014477	10.423	10.823	43.097	42.751	247.27	297.67	2.2125	undefined	undefined	0.00058096	230.50	0.0043384	14.898	16.097	60.506	46.651	288.99	188.98	10.578	undefined	undefined
303.16	6.3090	687.97	0.0014536	10.457	10.860	43.213	42.822	253.22	295.07	2.2539	undefined	undefined	0.00055744	232.82	0.0042952	14.877	16.070	60.396	46.754	297.63	188.75	10.526	undefined	undefined
303.37	6.3382	685.14	0.0014595	10.490	10.897	43.329	42.895	259.60	292.44	2.2966	undefined	undefined	0.00053413	235.19	0.0042519	14.855	16.041	60.284	46.858	306.86	188.51	10.473	undefined	undefined
303.58	6.3675	682.26	0.0014657	10.525	10.935	43.448	42.971	266.44	289.79	2.3409	undefined	undefined	0.00051103	237.62	0.0042084	14.832	16.012	60.169	46.965	316.76	188.28	10.418	undefined	undefined
303.80	6.3969	679.31	0.0014721	10.559	10.974	43.568	43.049	273.79	287.10	2.3866	undefined	undefined	0.00048814	240.12	0.0041646	14.809	15.981	60.052	47.073	327.40	188.04	10.362	undefined	undefined
304.01	6.4265	676.30	0.0014786	10.595	11.013	43.691	43.131	281.73	284.39	2.4340	undefined	undefined	0.00046547	242.69	0.0041206	14.785	15.950	59.932	47.184	338.86	187.80	10.305	undefined	undefined
304.22	6.4561	673.21	0.0014854	10.631	11.053	43.815	43.217	290.32	281.64	2.4832	undefined	undefined	0.00044303	245.32	0.0040762	14.760	15.918	59.809	47.297	351.25	187.56	10.246	undefined	undefined
304.43	6.4859	670.05	0.0014924	10.667	11.093	43.942	43.306	299.65	278.86	2.5342	undefined	undefined	0.00042082	248.04	0.0040316	14.734	15.885	59.683	47.412	364.68	187.32	10.185	undefined	undefined
304.64	6.5158	666.81	0.0014997	10.704	11.134	44.071	43.399	309.81	276.04	2.5872	undefined	undefined	0.00039885	250.84	0.0039866	14.708	15.851	59.553	47.530	379.29	187.07	10.123	undefined	undefined
304.86	6.5459	663.47	0.0015072	10.742	11.176	44.202	43.496	320.93	273.19	2.6423	undefined	undefined	0.00037712	253.73	0.0039412	14.680	15.816	59.420	47.650	395.24	186.83	10.059	undefined	undefined
305.07	6.5761	660.04	0.0015151	10.781	11.219	44.336	43.597	333.14	270.30	2.6997	undefined	undefined	0.00035565	256.72	0.0038954	14.652	15.779	59.283	47.773	412.72	186.58	9.9929	undefined	undefined
305.28	6.6064	656.50	0.0015232	10.820	11.263	44.474	43.704	346.61	267.37	2.7596	undefined	undefined	0.00033445	259.81	0.0038490	14.622	15.741	59.142	47.899	431.98	186.32	9.9246	undefined	undefined
305.49	6.6368	652.86	0.0015317	10.861	11.308	44.614	43.816	361.57	264.39	2.8221	undefined	undefined	0.00031351	263.01	0.0038022	14.591	15.702	58.996	48.028	453.29	186.07	9.8540	undefined	undefined
305.70	6.6674	649.08	0.0015406	10.902	11.354	44.758	43.933	378.25	261.37	2.8874	undefined	undefined	0.00029287	266.34	0.0037547	14.559	15.661	58.845	48.160	477.01	185.81	9.7808	undefined	undefined
305.92	6.6981	645.18	0.0015500	10.945	11.402	44.906	44.057	396.98	258.30	2.9559	undefined	undefined	0.00027252	269.80	0.0037065	14.525	15.618	58.689	48.296	503.56	185.55	9.7048	undefined	undefined
306.13	6.7290	641.12	0.0015598	10.989	11.450	45.059	44.189	418.16	255.18	3.0278	undefined	undefined	0.00025248	273.41	0.0036575	14.490	15.573	58.527	48.436	533.48	185.28	9.6258	undefined	undefined
306.34	6.7600	636.90	0.0015701	11.034	11.501	45.216	44.328	442.30	252.00	3.1033	undefined	undefined	0.00023276	277.19	0.0036076	14.453	15.527	58.358	48.579	567.46	185.01	9.5434	undefined	undefined
306.55	6.7911	632.49	0.0015811	11.080	11.553	45.379	44.476	470.06	248.75	3.1830	undefined	undefined	0.00021338	281.15	0.0035568	14.414	15.477	58.181	48.727	606.39	184.74	9.4572	undefined	undefined
306.76	6.8224	627.87	0.0015927	11.129	11.607	45.548	44.633	502.34	245.44	3.2672	undefined	undefined	0.00019436	285.32	0.0035048	14.373	15.426	57.996	48.880	651.44	184.47	9.3668	undefined	undefined
306.98	6.8538	623.01	0.0016051	11.179	11.663	45.723	44.802	540.29	242.06	3.3565	undefined	undefined	0.00017571	289.73	0.0034515	14.330	15.371	57.802	49.038	704.17	184.19	9.2717	undefined	undefined
307.19	6.8854	617.87	0.0016185	11.231	11.722	45.907	44.984	585.57	238.59	3.4515	undefined	undefined	0.00015746	294.41	0.0033966	14.283	15.313	57.597	49.201	766.71	183.90	9.1712	undefined	undefined
307.40	6.9171	612.42	0.0016329	11.286	11.783	46.101	45.181	640.49	235.03	3.5530	undefined	undefined	0.00013965	299.41	0.0033399	14.234	15.250	57.379	49.370	842.09	183.61	9.0644	undefined	undefined
307.61	6.9490	606.59	0.0016485	11.344	11.849	46.305	45.395	708.45	231.37	3.6621	undefined	undefined	0.00012229	304.78	0.0032811	14.180	15.184	57.147	49.546	934.70	183.32	8.9503	undefined	undefined
307.82	6.9811	600.31	0.0016658	11.406	11.918	46.523	45.629	794.63	227.59	3.7799	undefined	undefined	0.00010542	310.60	0.0032196	14.122	15.111	56.897	49.729	1051.2	183.02	8.8276	undefined	undefined
308.04	7.0134	593.48	0.0016850	11.473	11.993	46.758	45.889	907.33	223.67	3.9081	undefined	undefined	8.9095e-05	316.96	0.0031550	14.058	15.032	56.625	49.921	1202.1	182.71	8.6943	undefined	undefined
308.25	7.0458	585.94	0.0017067	11.545	12.074	47.014	46.180	1060.7	219.58	4.0492	undefined	undefined	7.3367e-05	324.02	0.0030862	13.987	14.944	56.326	50.121	1405.1	182.40	8.5480	undefined	undefined
308.46	7.0784	577.47	0.0017317	11.625	12.164	47.298	46.511	1280.8	215.30	4.2063	undefined	undefined	5.8308e-05	331.98	0.0030122	13.907	14.846	55.992	50.332	1692.6	182.08	8.3847	undefined	undefined
308.67	7.1112	567.74	0.0017614	11.715	12.266	47.621	46.897	1621.6	210.75	4.3849	undefined	undefined	4.4017e-05	341.20	0.0029308	13.815	14.732	55.610	50.552	2130.3	181.76	8.1987	undefined	undefined
308.88	7.1442	556.13	0.0017982	11.821	12.386	48.002	47.361	2213.3	205.85	4.5940	undefined	undefined	3.0634e-05	352.27	0.0028388	13.704	14.597	55.157	50.783	2874.4	181.45	7.9796	undefined	undefined
309.10	7.1774	541.36	0.0018472	11.953	12.537	48.481	47.948	3465.9	200.43	4.8517	undefined	undefined	1.8379e-05	366.43	0.0027290	13.563	14.425	54.588	51.020	4404.8	181.15	7.7067	undefined	undefined
309.31	7.2109	519.94	0.0019233	12.143	12.753	49.171	48.775	7566.1	194.05	5.2081	undefined	undefined	7.6741e-06	387.12	0.0025832	13.358	14.178	53.778	51.236	9197.1	180.98	7.3246	undefined	undefined
309.52	7.2447	452.01	0.0022123	12.745	13.450	51.414	undefined	undefined	undefined	6.2530	undefined	undefined	3.5202e-19	452.01	0.0022123	12.745	13.450	51.414	undefined	undefined	undefined	6.2530	undefined	undefined
